id,date_releve,humidity,dewpoint,pressure,windspeed,visibility,cloudcover,windgust,uvindex,precipintensity,precipintensitymax,temperaturehigh,temperaturelow,temperaturehighoffset2,temperaturelowoffset2
851,2018-02-22,0.68,-3.21,1014.52,4.76,8.28,0.44,7.98,2.26,0.00,0.03,6.10,-1.02,8.10,0.98
703,2018-02-23,0.66,-3.96,1012.49,4.20,9.66,0.71,6.95,2.00,0.00,0.03,5.49,-1.36,7.49,0.64
614,2018-02-24,0.68,-3.05,1012.71,3.89,9.04,0.52,6.91,1.83,0.02,0.08,7.04,-0.35,9.04,1.65
84,2018-02-25,0.62,-4.49,1016.35,5.06,9.42,0.62,8.98,1.71,0.02,0.12,6.57,-3.38,8.57,-1.38
179,2018-02-26,0.52,-10.05,1018.32,6.09,9.82,0.68,12.15,1.48,0.00,0.03,2.21,-6.54,4.21,-4.54
279,2018-02-27,0.54,-11.77,1016.29,4.59,9.87,0.72,8.35,1.83,0.01,0.07,0.45,-7.21,2.45,-5.21
1010,2018-02-28,0.62,-9.30,1008.26,5.58,9.22,0.86,11.71,2.26,0.02,0.10,1.39,-1.81,3.39,0.19
487,2018-03-01,0.79,-0.58,994.05,6.63,8.03,0.94,11.80,2.21,0.04,0.31,6.89,2.87,8.89,4.87
927,2018-03-02,0.73,0.94,991.82,5.71,8.48,0.86,13.79,2.52,0.10,0.92,9.53,2.60,11.53,4.60
1145,2018-03-03,0.77,2.96,993.61,3.94,8.69,0.82,9.65,2.55,0.04,0.36,12.31,4.08,14.31,6.08
260,2018-03-04,0.82,4.30,995.42,3.58,9.20,0.83,7.96,2.64,0.07,0.49,11.68,4.00,13.68,6.00
804,2018-03-05,0.82,4.70,992.37,3.55,9.39,0.84,7.23,2.67,0.05,0.38,12.48,4.23,14.48,6.23
833,2018-03-06,0.81,4.32,992.68,3.25,9.43,0.81,8.64,2.83,0.05,0.42,12.15,3.81,14.15,5.81
336,2018-03-07,0.76,2.92,1000.98,4.59,9.74,0.74,10.57,2.88,0.01,0.13,11.25,2.85,13.25,4.85
16,2018-03-08,0.73,2.98,1006.17,4.08,9.91,0.75,9.51,2.40,0.02,0.24,13.53,5.93,15.53,7.93
971,2018-03-09,0.77,6.25,1007.16,4.23,9.64,0.89,7.91,2.81,0.01,0.13,14.81,9.59,16.81,11.59
135,2018-03-10,0.81,9.19,1002.00,4.81,9.61,0.88,9.12,2.93,0.04,0.37,16.33,9.13,18.33,11.13
52,2018-03-11,0.78,8.08,994.67,4.79,9.39,0.84,12.00,2.86,0.06,0.61,16.08,8.40,18.08,10.40
727,2018-03-12,0.77,6.14,1000.33,6.51,9.72,0.87,14.51,3.00,0.03,0.33,13.08,6.25,15.08,8.25
1060,2018-03-13,0.72,4.02,1011.21,4.03,9.91,0.78,9.44,2.98,0.01,0.16,12.94,3.39,14.94,5.39
666,2018-03-14,0.70,3.76,1006.36,4.50,9.67,0.69,10.32,2.52,0.01,0.26,15.26,7.31,17.26,9.31
385,2018-03-15,0.80,6.33,995.11,4.58,9.51,0.86,11.71,3.10,0.13,1.32,13.38,5.53,15.38,7.53
1182,2018-03-16,0.81,5.57,1001.76,2.87,9.79,0.80,6.83,3.19,0.05,0.81,13.71,3.78,15.71,5.78
611,2018-03-17,0.85,3.46,999.14,3.51,8.43,0.85,8.62,3.31,0.06,0.63,10.02,2.02,12.02,4.02
1072,2018-03-18,0.80,0.88,1001.35,4.16,8.48,0.89,8.36,3.14,0.02,0.16,7.07,0.51,9.07,2.51
454,2018-03-19,0.77,-0.59,1006.68,4.23,8.81,0.81,9.95,3.38,0.03,0.30,6.88,0.52,8.88,2.52
294,2018-03-20,0.68,-1.92,1017.01,6.07,9.76,0.83,12.12,3.31,0.00,0.03,7.63,0.53,9.63,2.53
157,2018-03-21,0.61,-3.06,1026.60,5.19,9.95,0.68,10.00,3.24,0.02,0.15,8.82,-0.31,10.82,1.69
197,2018-03-22,0.65,-1.74,1022.13,4.16,9.71,0.80,8.76,2.88,0.00,0.01,9.21,3.14,11.21,5.14
783,2018-03-23,0.74,2.02,1007.92,3.87,9.45,0.89,8.43,3.12,0.02,0.14,10.89,3.62,12.89,5.62
510,2018-03-24,0.76,3.44,999.13,3.46,9.17,0.83,7.06,3.55,0.03,0.20,12.28,4.57,14.28,6.57
734,2018-03-25,0.73,3.87,1007.06,3.01,8.94,0.82,6.43,3.43,0.01,0.22,13.37,5.45,15.37,7.45
1074,2018-03-26,0.75,4.10,1016.60,3.62,8.61,0.79,5.77,3.93,0.02,0.17,12.74,5.25,14.74,7.25
43,2018-03-27,0.82,5.89,1016.13,4.82,8.31,0.89,9.92,3.40,0.04,0.25,12.90,8.18,14.90,10.18
748,2018-03-28,0.82,7.46,1010.70,4.97,9.21,0.87,11.09,3.57,0.05,0.41,14.25,4.97,16.25,6.97
1148,2018-03-29,0.76,4.42,1007.51,3.57,9.84,0.79,8.88,3.69,0.04,0.44,13.12,4.67,15.12,6.67
911,2018-03-30,0.77,4.19,1000.20,4.01,9.83,0.81,10.45,3.76,0.07,0.70,12.52,3.67,14.52,5.67
73,2018-03-31,0.77,3.32,1002.01,4.25,9.64,0.82,11.60,4.02,0.06,0.48,11.58,4.12,13.58,6.12
1163,2018-04-01,0.69,2.60,1013.03,3.93,9.95,0.82,8.66,3.19,0.02,0.23,12.93,5.90,14.93,7.90
793,2018-04-02,0.69,4.61,1006.95,4.45,9.95,0.89,8.98,3.29,0.02,0.15,15.57,9.42,17.57,11.42
560,2018-04-03,0.72,7.04,1003.32,5.58,9.92,0.87,12.02,3.74,0.02,0.23,16.54,9.35,18.54,11.35
926,2018-04-04,0.77,7.75,1004.29,5.54,9.75,0.83,13.50,3.90,0.07,0.71,15.72,7.20,17.72,9.20
1162,2018-04-05,0.69,5.00,1016.33,3.93,9.96,0.72,9.78,4.40,0.01,0.10,14.79,4.92,16.79,6.92
133,2018-04-06,0.66,5.28,1013.12,4.11,10.01,0.55,7.78,2.00,0.00,0.00,19.61,9.44,21.61,11.44
514,2018-04-07,0.66,6.96,1009.11,4.30,9.85,0.84,8.27,3.29,0.02,0.19,18.75,9.85,20.75,11.85
374,2018-04-08,0.73,7.81,1006.86,3.89,9.08,0.90,8.40,3.86,0.04,0.27,17.35,9.73,19.35,11.73
583,2018-04-09,0.83,9.06,1005.87,3.12,8.60,0.88,7.54,4.00,0.05,0.58,15.52,7.80,17.52,9.80
770,2018-04-10,0.79,7.13,1001.64,4.04,9.28,0.85,9.09,4.10,0.08,0.78,14.85,6.71,16.85,8.71
787,2018-04-11,0.76,6.46,1002.40,3.86,9.33,0.84,7.28,3.62,0.09,0.48,15.28,7.50,17.28,9.50
643,2018-04-12,0.80,7.10,1001.13,2.98,8.47,0.85,6.27,4.24,0.06,0.71,14.97,6.82,16.97,8.82
205,2018-04-13,0.79,7.55,1008.36,2.95,8.75,0.80,6.42,4.43,0.01,0.16,16.49,8.01,18.49,10.01
594,2018-04-14,0.79,8.32,1016.42,2.73,8.93,0.80,5.54,4.14,0.01,0.16,16.73,8.33,18.73,10.33
955,2018-04-15,0.74,8.19,1012.58,3.43,9.22,0.79,8.09,4.29,0.03,0.54,18.57,8.80,20.57,10.80
613,2018-04-16,0.72,7.67,1015.70,3.08,9.89,0.77,6.51,4.64,0.00,0.05,17.61,6.83,19.61,8.83
1037,2018-04-17,0.67,7.60,1022.48,3.02,9.99,0.49,6.37,1.98,0.00,0.01,21.84,9.28,23.84,11.28
919,2018-04-18,0.60,8.56,1025.39,3.07,9.98,0.46,6.18,2.14,0.00,0.00,25.07,10.88,27.07,12.88
921,2018-04-19,0.58,8.92,1024.15,2.70,9.93,0.41,5.36,1.67,0.00,0.00,25.13,10.89,27.13,12.89
871,2018-04-20,0.59,9.39,1022.48,2.27,9.65,0.34,5.36,1.98,0.00,0.00,25.28,11.45,27.28,13.45
513,2018-04-21,0.60,10.13,1018.82,2.33,9.62,0.27,4.91,1.90,0.00,0.08,25.96,11.74,27.96,13.74
516,2018-04-22,0.64,10.21,1015.17,3.02,9.79,0.63,6.28,2.48,0.00,0.07,24.12,11.64,26.12,13.64
768,2018-04-23,0.74,10.45,1019.06,2.86,9.82,0.77,5.46,4.26,0.01,0.13,19.65,9.56,21.65,11.56
411,2018-04-24,0.73,10.26,1018.81,2.73,9.46,0.68,5.79,4.33,0.00,0.02,21.69,10.63,23.69,12.63
569,2018-04-25,0.76,10.05,1017.66,4.13,9.64,0.75,8.74,4.29,0.01,0.09,18.95,8.66,20.95,10.66
478,2018-04-26,0.67,6.51,1019.69,3.68,9.88,0.71,7.23,4.36,0.00,0.06,17.36,6.40,19.36,8.40
185,2018-04-27,0.68,6.83,1011.47,4.10,9.85,0.73,10.00,4.86,0.01,0.13,19.39,9.58,21.39,11.58
1023,2018-04-28,0.74,8.24,1011.77,3.13,9.75,0.80,6.12,4.62,0.01,0.14,16.85,9.68,18.85,11.68
801,2018-04-29,0.83,9.06,1006.31,4.11,8.99,0.84,10.04,4.55,0.21,1.46,15.79,7.64,17.79,9.64
1085,2018-04-30,0.77,5.99,1008.89,4.92,9.64,0.83,10.44,4.86,0.06,0.39,13.48,5.82,15.48,7.82
494,2018-05-01,0.73,4.77,1014.03,3.05,9.88,0.80,6.85,4.86,0.06,0.45,14.24,5.46,16.24,7.46
722,2018-05-02,0.73,5.69,1011.49,3.80,9.72,0.83,8.58,4.52,0.03,0.22,16.17,8.23,18.17,10.23
995,2018-05-03,0.72,6.93,1014.84,4.29,9.66,0.80,8.11,4.78,0.03,0.11,16.48,8.27,18.48,10.27
86,2018-05-04,0.69,7.47,1017.67,4.05,9.88,0.88,8.10,4.06,0.01,0.09,18.62,10.20,20.62,12.20
545,2018-05-05,0.68,9.48,1018.96,3.50,9.73,0.73,6.25,4.17,0.00,0.02,21.76,11.19,23.76,13.19
1018,2018-05-06,0.69,11.67,1018.39,2.60,9.50,0.49,5.09,4.32,0.00,0.05,24.53,12.29,26.53,14.29
820,2018-05-07,0.69,12.31,1015.33,2.33,9.28,0.44,5.75,5.17,0.06,0.84,25.11,11.89,27.11,13.89
424,2018-05-08,0.74,11.89,1011.04,3.01,9.01,0.63,7.29,5.46,0.05,0.53,22.78,11.37,24.78,13.37
777,2018-05-09,0.76,10.86,1010.08,3.40,9.68,0.78,6.59,5.28,0.02,0.28,20.01,10.71,22.01,12.71
992,2018-05-10,0.71,8.52,1015.61,3.87,9.79,0.79,7.70,5.22,0.02,0.25,17.70,7.12,19.70,9.12
668,2018-05-11,0.69,8.27,1016.50,2.79,9.86,0.59,6.44,5.13,0.00,0.04,21.60,10.59,23.60,12.59
711,2018-05-12,0.79,9.88,1014.53,2.86,9.69,0.82,7.74,5.05,0.08,0.88,18.09,7.61,20.09,9.61
974,2018-05-13,0.81,7.06,1015.86,3.99,9.63,0.85,9.18,5.10,0.15,0.92,13.63,7.54,15.63,9.54
716,2018-05-14,0.82,7.61,1016.44,4.49,8.96,0.84,9.40,5.23,0.07,0.42,14.23,9.82,16.23,11.82
850,2018-05-15,0.80,9.90,1017.08,4.25,8.74,0.83,8.41,5.23,0.02,0.10,17.85,10.16,19.85,12.16
612,2018-05-16,0.78,10.52,1018.06,3.62,8.76,0.75,7.35,5.57,0.01,0.08,19.57,10.36,21.57,12.36
354,2018-05-17,0.76,10.06,1019.67,3.79,9.42,0.76,6.42,5.77,0.00,0.04,19.14,9.23,21.14,11.23
482,2018-05-18,0.71,9.22,1019.99,3.10,9.56,0.53,5.46,5.89,0.00,0.01,20.66,9.21,22.66,11.21
916,2018-05-19,0.69,9.12,1019.66,3.05,9.82,0.47,5.55,5.68,0.00,0.04,21.11,9.09,23.11,11.09
276,2018-05-20,0.69,9.92,,2.98,9.18,0.59,,5.90,,,22.45,11.32,24.45,13.32
994,2018-05-21,0.71,11.53,,2.69,9.15,0.67,,6.52,,,23.49,12.05,25.49,14.05
132,2018-05-22,0.76,12.57,,2.34,9.42,0.72,,6.30,,,22.73,12.33,24.73,14.33
640,2018-05-23,0.77,12.88,,2.65,9.16,0.72,,6.70,,,22.70,12.56,24.70,14.56
567,2018-05-24,0.77,13.47,,2.32,8.42,0.67,,6.18,,,23.93,13.43,25.93,15.43
356,2018-05-25,0.77,14.06,,2.36,8.56,0.71,,6.16,,,23.78,14.75,25.78,16.75
1001,2018-05-26,0.73,14.59,,3.37,8.65,0.78,,5.64,,,25.81,15.41,27.81,17.41
391,2018-05-27,0.74,15.16,,2.77,9.63,0.74,,5.23,,,25.54,15.45,27.54,17.45
302,2018-05-28,0.82,15.30,1015.67,2.76,9.36,0.81,6.43,5.97,0.12,1.17,22.61,15.19,24.61,17.19
245,2018-05-29,0.84,15.56,,2.94,8.70,0.78,,5.71,,,22.79,14.81,24.79,16.81
149,2018-05-30,0.81,15.26,,2.52,9.04,0.79,,5.79,,,23.79,15.02,25.79,17.02
451,2018-05-31,0.83,15.36,,2.75,9.36,0.76,,6.00,,,22.85,14.31,24.85,16.31
383,2018-06-01,0.80,14.51,,2.91,9.47,0.75,,5.91,,,22.51,13.47,24.51,15.47
103,2018-06-02,0.76,14.28,,2.28,9.71,0.66,,6.61,,,24.35,14.57,26.35,16.57
900,2018-06-03,0.76,14.95,,2.91,9.72,0.69,,6.65,,,25.30,15.56,27.30,17.56
324,2018-06-04,0.81,15.57,,2.82,9.21,0.76,,6.32,,,23.56,15.31,25.56,17.31
589,2018-06-05,0.84,15.45,,3.01,8.40,0.82,,6.15,,,22.26,15.06,24.26,17.06
913,2018-06-06,0.82,14.97,,3.08,8.68,0.83,,5.56,,,22.31,14.97,24.31,16.97
657,2018-06-07,0.81,15.27,,2.41,8.92,0.79,,6.00,,,23.42,14.36,25.42,16.36
489,2018-06-08,0.77,15.47,,2.45,9.07,0.69,,6.66,,,25.20,15.96,27.20,17.96
1138,2018-06-09,0.79,16.37,,2.86,8.72,0.73,,6.55,,,25.31,15.88,27.31,17.88
1116,2018-06-10,0.81,16.25,,2.64,8.43,0.77,,5.97,,,24.70,16.27,26.70,18.27
652,2018-06-11,0.84,15.97,,3.37,8.75,0.82,,5.76,,,22.55,15.03,24.55,17.03
961,2018-06-12,0.81,14.62,,3.64,9.36,0.78,,6.21,,,21.87,13.56,23.87,15.56
908,2018-06-13,0.75,12.27,,4.17,9.38,0.78,23.52,6.21,,,20.93,11.72,22.93,13.72
584,2018-06-14,0.74,11.96,,3.69,9.71,0.73,19.55,6.21,,,21.96,13.95,23.96,15.95
1161,2018-06-15,0.72,13.10,,2.93,9.73,0.79,,6.15,,,22.77,13.62,24.77,15.62
1156,2018-06-16,0.72,12.89,,3.23,9.89,0.78,,5.83,,,23.18,14.55,25.18,16.55
1044,2018-06-17,0.71,12.60,,3.91,9.80,0.82,,5.76,,,22.17,14.56,24.17,16.56
477,2018-06-18,0.74,13.87,,3.63,9.67,0.83,19.32,5.57,,,23.37,15.00,25.37,17.00
1118,2018-06-19,0.73,15.15,,2.75,9.67,0.74,,6.21,,,26.20,15.46,28.20,17.46
710,2018-06-20,0.69,15.68,,2.45,9.21,0.66,,6.65,,,29.05,16.52,31.05,18.52
479,2018-06-21,0.67,14.02,,4.04,9.73,0.66,,7.03,,,25.25,12.04,27.25,14.04
843,2018-06-22,0.62,9.40,,4.58,9.88,0.73,19.98,6.39,,,23.17,11.25,25.17,13.25
286,2018-06-23,0.59,8.99,,3.53,9.99,0.49,,6.62,,,24.29,12.42,26.29,14.42
289,2018-06-24,0.59,10.46,,3.30,9.99,0.79,,6.18,,,25.09,13.19,27.09,15.19
503,2018-06-25,0.60,11.45,,3.75,9.99,0.53,,6.89,,,26.26,14.12,28.26,16.12
829,2018-06-26,0.58,12.37,,3.50,9.97,0.47,,6.00,,,28.08,15.35,30.08,17.35
1173,2018-06-27,0.61,13.63,,3.86,9.85,0.52,,7.31,,,28.18,16.51,30.18,18.51
182,2018-06-28,0.61,13.15,,4.33,9.70,0.75,,6.20,,,27.22,16.42,29.22,18.42
1034,2018-06-29,0.61,14.14,,4.15,9.90,0.64,,7.79,,,28.09,16.95,30.09,18.95
942,2018-06-30,0.61,15.24,,3.28,9.87,0.39,,5.27,,,30.65,18.37,32.65,20.37
275,2018-07-01,0.61,15.76,,3.18,9.93,0.42,,6.06,,,30.61,18.00,32.61,20.00
628,2018-07-02,0.65,15.55,,3.30,9.64,0.70,,6.62,,,28.33,17.87,30.33,19.87
91,2018-07-03,0.70,16.70,,2.84,9.69,0.70,,6.29,,,27.85,17.39,29.85,19.39
857,2018-07-04,0.73,16.88,,2.90,9.62,0.63,,6.42,,,28.48,16.71,30.48,18.71
400,2018-07-05,0.76,15.89,,3.37,9.54,0.72,,6.03,,,25.09,16.50,27.09,18.50
1139,2018-07-06,0.71,15.30,,3.10,9.39,0.70,19.42,6.61,,,26.79,15.88,28.79,17.88
151,2018-07-07,0.63,14.82,,2.76,9.47,0.57,,6.20,,,29.30,17.17,31.30,19.17
765,2018-07-08,0.58,14.36,,3.30,9.83,0.43,,6.08,,,29.55,17.21,31.55,19.21
173,2018-07-09,0.56,13.73,,3.68,9.90,0.50,,6.06,,,28.61,16.76,30.61,18.76
1109,2018-07-10,0.61,13.39,,3.76,9.88,0.67,11.80,6.00,,,26.47,14.98,28.47,16.98
819,2018-07-11,0.61,12.18,,3.71,9.99,0.64,,6.53,,,25.25,13.91,27.25,15.91
924,2018-07-12,0.62,12.54,,2.93,9.88,0.61,,6.08,,,26.60,15.20,28.60,17.20
715,2018-07-13,0.62,13.73,,2.57,9.83,0.51,,5.86,,,28.61,16.47,30.61,18.47
844,2018-07-14,0.62,14.76,,2.48,9.63,0.62,,4.47,,,29.66,16.85,31.66,18.85
50,2018-07-15,0.62,15.09,,2.70,9.79,0.58,,5.82,,,29.93,16.32,31.93,18.32
701,2018-07-16,0.67,14.88,,3.40,9.84,0.77,19.01,5.15,,,27.79,16.53,29.79,18.53
824,2018-07-17,0.64,14.05,,3.32,9.97,0.60,,5.66,,,27.06,15.25,29.06,17.25
329,2018-07-18,0.62,13.86,,2.73,10.00,0.40,,5.52,,,28.30,16.52,30.30,18.52
681,2018-07-19,0.62,14.33,,2.77,9.95,0.52,,6.15,,,29.35,17.00,31.35,19.00
68,2018-07-20,0.72,15.53,,2.90,9.78,0.74,,5.68,,,26.35,16.16,28.35,18.16
978,2018-07-21,0.71,14.82,,3.10,9.72,0.75,,5.91,,,25.41,15.46,27.41,17.46
1058,2018-07-22,0.66,14.29,,2.83,9.56,0.69,,6.35,,,27.11,16.11,29.11,18.11
266,2018-07-23,0.61,14.38,,2.70,9.84,0.48,,7.45,,,29.67,17.19,31.67,19.19
976,2018-07-24,0.65,15.39,,2.17,9.79,0.72,,5.27,,,30.28,17.93,32.28,19.93
1035,2018-07-25,0.62,15.91,,2.63,9.85,0.46,,5.55,,,31.22,18.10,33.22,20.10
904,2018-07-26,0.59,16.08,,2.45,9.99,0.48,,5.71,,,32.90,18.78,34.90,20.78
1013,2018-07-27,0.64,16.84,,2.78,9.94,0.66,,4.89,,,30.87,18.47,32.87,20.47
895,2018-07-28,0.69,15.89,,3.99,9.89,0.75,,5.61,,,26.25,16.73,28.25,18.73
796,2018-07-29,0.69,15.86,,3.80,9.78,0.76,20.21,4.97,,,28.20,18.53,30.20,20.53
423,2018-07-30,0.68,17.06,,3.28,9.88,0.76,,5.53,,,29.52,18.42,31.52,20.42
159,2018-07-31,0.66,16.56,,2.96,9.98,0.68,,4.90,,,29.31,18.23,31.31,20.23
718,2018-08-01,0.63,15.86,,2.96,9.98,0.66,,4.74,,,29.54,17.69,31.54,19.69
802,2018-08-02,0.60,15.96,,3.01,9.93,0.58,,3.08,,,32.04,18.92,34.04,20.92
202,2018-08-03,0.56,16.32,,2.96,9.88,0.70,,4.00,,,33.89,20.41,35.89,22.41
664,2018-08-04,0.58,16.73,,3.41,9.65,0.64,,4.47,,,32.96,19.73,34.96,21.73
262,2018-08-05,0.58,16.28,,3.25,9.73,0.66,,4.52,,,32.63,18.66,34.63,20.66
472,2018-08-06,0.57,15.92,,2.45,9.80,0.56,,3.16,,,33.59,19.93,35.59,21.93
929,2018-08-07,0.64,17.15,,3.59,9.69,0.73,,5.00,,,31.44,18.65,33.44,20.65
493,2018-08-08,0.67,16.13,,3.45,9.99,0.75,,5.78,,,27.83,18.20,29.83,20.20
328,2018-08-09,0.77,15.69,,4.26,9.73,0.76,,4.94,,,23.93,13.80,25.93,15.80
449,2018-08-10,0.67,12.38,,3.59,9.95,0.62,,5.20,,,25.19,13.92,27.19,15.92
848,2018-08-11,0.61,12.01,,2.83,9.99,0.68,,4.09,,,26.67,14.64,28.67,16.64
967,2018-08-12,0.63,13.80,,3.18,9.94,0.67,,2.52,,,29.23,17.71,31.23,19.71
754,2018-08-13,0.76,15.98,,3.96,9.86,0.78,,5.06,,,24.83,16.59,26.83,18.59
226,2018-08-14,0.72,14.98,,3.86,9.96,0.75,19.22,4.94,,,25.72,15.35,27.72,17.35
261,2018-08-15,0.68,14.54,,2.96,9.83,0.69,,5.17,,,27.02,15.26,29.02,17.26
1179,2018-08-16,0.67,14.73,,2.69,9.79,0.71,,2.60,,,28.63,15.80,30.63,17.80
565,2018-08-17,0.70,14.19,,3.69,9.89,0.74,,5.11,,,25.03,14.53,27.03,16.53
1095,2018-08-18,0.65,12.98,,3.24,9.99,0.71,,3.64,,,26.20,15.29,28.20,17.29
920,2018-08-19,0.63,13.54,,3.20,9.76,0.70,,2.36,,,28.43,17.04,30.43,19.04
456,2018-08-20,0.67,15.58,,3.02,9.50,0.80,,3.17,,,28.23,17.74,30.23,19.74
99,2018-08-21,0.66,16.25,,2.64,9.81,0.69,,4.58,,,29.22,17.69,31.22,19.69
799,2018-08-22,0.65,16.09,,2.45,9.89,0.73,,2.92,,,30.37,18.12,32.37,20.12
650,2018-08-23,0.70,16.36,,3.35,9.93,0.77,,3.86,,,28.17,16.65,30.17,18.65
548,2018-08-24,0.67,12.93,,4.53,9.92,0.74,,4.64,,,23.63,13.67,25.63,15.67
905,2018-08-25,0.66,10.24,,3.83,9.97,0.75,19.54,4.61,,,21.04,10.24,23.04,12.24
47,2018-08-26,0.64,9.23,,3.63,9.62,0.80,,3.86,,,23.87,14.67,25.87,16.67
1150,2018-08-27,0.67,12.77,,3.38,9.82,0.86,,3.47,,,25.16,13.65,27.16,15.65
109,2018-08-28,0.67,13.96,,2.44,9.83,0.67,,3.28,,,28.68,16.59,30.68,18.59
1055,2018-08-29,0.76,15.43,,3.94,9.64,0.77,,4.56,,,24.61,13.97,26.61,15.97
749,2018-08-30,0.70,12.43,,2.84,9.79,0.76,,4.36,,,22.92,14.01,24.92,16.01
165,2018-08-31,0.67,11.56,,2.93,9.89,0.75,,4.08,,,23.37,12.18,25.37,14.18
251,2018-09-01,0.63,10.26,,3.40,9.66,0.63,18.57,2.44,,,24.76,11.66,26.76,13.66
636,2018-09-02,0.57,9.19,,3.21,9.98,0.72,,1.36,,,25.29,12.44,27.29,14.44
225,2018-09-03,0.65,11.36,,2.74,9.85,0.71,,3.56,,,25.02,14.17,27.02,16.17
484,2018-09-04,0.69,13.24,,2.76,9.51,0.75,,3.86,,,25.42,15.16,27.42,17.16
523,2018-09-05,0.73,14.57,,2.76,9.31,0.77,,3.47,,,25.66,16.28,27.66,18.28
776,2018-09-06,0.78,14.90,1015.10,3.17,10.60,0.71,6.71,4.69,0.22,0.46,22.82,14.02,24.82,16.02
488,2018-09-07,0.72,12.56,1017.15,3.32,12.24,0.51,7.16,5.14,0.03,0.17,23.37,11.55,25.37,13.55
123,2018-09-08,0.65,11.00,1019.76,2.11,12.42,0.31,4.64,5.88,0.00,0.01,25.62,12.97,27.62,14.97
786,2018-09-09,0.66,12.30,1020.78,2.20,12.43,0.58,4.74,5.12,0.01,0.06,27.13,14.30,29.13,16.30
380,2018-09-10,0.69,13.45,1023.82,2.60,12.26,0.50,5.38,4.98,0.00,0.04,26.74,14.01,28.74,16.01
910,2018-09-11,0.66,13.50,1024.47,2.49,12.36,0.23,5.50,5.88,0.00,0.01,28.55,14.95,30.55,16.95
695,2018-09-12,0.69,14.32,1022.13,2.62,12.32,0.33,6.34,5.36,0.04,0.22,27.55,15.72,29.55,17.72
143,2018-09-13,0.76,14.52,1020.51,3.19,12.40,0.54,7.16,4.93,0.04,0.22,23.73,13.67,25.73,15.67
306,2018-09-14,0.73,12.66,1021.07,2.94,11.99,0.43,6.43,5.05,0.01,0.05,23.30,11.28,25.30,13.28
1007,2018-09-15,0.67,10.74,1023.35,2.49,12.36,0.37,5.68,4.98,0.00,0.02,24.45,11.74,26.45,13.74
459,2018-09-16,0.65,11.20,1021.25,2.20,12.65,0.61,5.04,4.12,0.01,0.04,26.34,13.44,28.34,15.44
1176,2018-09-17,0.66,12.92,1018.36,2.76,12.63,0.34,7.15,4.71,0.03,0.12,28.53,16.29,30.53,18.29
82,2018-09-18,0.72,15.27,1016.32,3.64,12.59,0.44,9.16,4.33,0.03,0.19,26.80,15.63,28.80,17.63
1131,2018-09-19,0.73,15.34,1019.49,3.20,12.20,0.40,6.59,5.00,0.02,0.12,27.18,15.29,29.18,17.29
629,2018-09-20,0.70,14.60,1018.21,3.40,12.68,0.34,7.88,5.07,0.01,0.15,27.92,15.77,29.92,17.77
790,2018-09-21,0.70,12.74,1016.69,4.86,12.40,0.61,12.27,4.40,0.10,0.81,22.96,11.68,24.96,13.68
663,2018-09-22,0.68,10.19,1021.55,3.74,12.19,0.76,10.64,4.29,0.10,0.41,22.90,16.23,24.90,18.23
394,2018-09-23,0.75,14.39,1019.51,5.32,11.96,0.64,13.00,4.31,0.16,0.72,24.77,10.57,26.77,12.57
745,2018-09-24,0.66,7.96,1029.32,4.88,12.57,0.36,10.75,4.55,0.02,0.15,19.41,8.20,21.41,10.20
1123,2018-09-25,0.59,5.43,1032.03,3.94,12.98,0.16,9.45,4.88,0.00,0.00,20.35,8.38,22.35,10.38
821,2018-09-26,0.60,7.07,1031.88,3.00,12.89,0.05,8.03,5.40,0.00,0.00,23.36,9.73,25.36,11.73
462,2018-09-27,0.62,9.04,1027.88,2.20,12.44,0.08,5.30,5.26,0.00,0.00,26.11,11.38,28.11,13.38
469,2018-09-28,0.66,10.39,1022.49,3.43,12.23,0.25,10.69,4.81,0.00,0.01,24.60,10.67,26.60,12.67
653,2018-09-29,0.63,8.12,1021.70,4.02,12.31,0.38,10.48,4.31,0.01,0.02,21.53,8.51,23.53,10.51
827,2018-09-30,0.66,7.85,1018.92,2.90,12.28,0.33,7.38,4.10,0.02,0.10,21.17,10.14,23.17,12.14
448,2018-10-01,0.63,5.79,1021.51,5.24,12.35,0.55,12.19,3.48,0.03,0.16,16.97,6.82,18.97,8.82
42,2018-10-02,0.65,5.39,1024.54,4.32,12.38,0.57,10.26,3.69,0.03,0.11,18.22,11.05,20.22,13.05
528,2018-10-03,0.71,9.72,1025.97,3.15,12.32,0.51,7.73,3.88,0.01,0.04,21.01,9.53,23.01,11.53
353,2018-10-04,0.70,9.48,1023.68,2.67,12.03,0.16,6.92,4.50,0.00,0.00,23.12,9.77,25.12,11.77
865,2018-10-05,0.66,9.66,1017.93,2.61,12.31,0.10,6.43,4.43,0.01,0.06,25.31,11.70,27.31,13.70
1172,2018-10-06,0.74,11.32,1012.49,3.87,11.58,0.50,11.43,3.64,0.17,0.93,22.75,11.41,24.75,13.41
360,2018-10-07,0.80,10.42,1016.26,4.77,11.31,0.73,11.99,2.95,0.26,1.17,17.32,9.64,19.32,11.64
235,2018-10-08,0.79,9.98,1020.43,2.53,11.88,0.51,6.36,3.33,0.06,0.21,19.56,9.42,21.56,11.42
775,2018-10-09,0.77,10.98,1018.76,2.77,11.79,0.33,7.25,3.43,0.03,0.10,22.80,12.32,24.80,14.32
